,name,characters,type,json,len
27,Smash Up,"chef,librarian,dreamer,fortune_teller,snake_charmer,oracle,monk,savant,juggler,slayer,seamstress,ravenkeeper,virgin,recluse,mutant,klutz,drunk,poisoner,witch,spy,cerenovus,scarlet_woman,imp,vigormortis,fang_gu",full,"[{""id"": ""_meta"", ""name"": ""Smash Up"", ""author"": ""CaffeineBoost""}, {""id"": ""chef""}, {""id"": ""librarian""}, {""id"": ""dreamer""}, {""id"": ""fortune_teller""}, {""id"": ""snake_charmer""}, {""id"": ""oracle""}, {""id"": ""monk""}, {""id"": ""savant""}, {""id"": ""juggler""}, {""id"": ""slayer""}, {""id"": ""seamstress""}, {""id"": ""ravenkeeper""}, {""id"": ""virgin""}, {""id"": ""recluse""}, {""id"": ""mutant""}, {""id"": ""klutz""}, {""id"": ""drunk""}, {""id"": ""poisoner""}, {""id"": ""witch""}, {""id"": ""spy""}, {""id"": ""cerenovus""}, {""id"": ""scarlet_woman""}, {""id"": ""imp""}, {""id"": ""vigormortis""}, {""id"": ""fang_gu""}]",25
28,Freddy Got Leviathaned,"investigator,librarian,noble,fortune_teller,snake_charmer,chambermaid,balloonist,town_crier,artist,seamstress,nightwatchman,fisherman,juggler,magician,drunk,lunatic,heretic,puzzlemaster,politician,godfather,cerenovus,poisoner,marionette,mezepheles,leviathan",full,"[{""id"": ""_meta"", ""name"": ""Freddy Got Leviathaned"", ""author"": ""Infinite Zero and Hungry""}, {""id"": ""investigator""}, {""id"": ""librarian""}, {""id"": ""noble""}, {""id"": ""fortune_teller""}, {""id"": ""snake_charmer""}, {""id"": ""chambermaid""}, {""id"": ""balloonist""}, {""id"": ""town_crier""}, {""id"": ""artist""}, {""id"": ""seamstress""}, {""id"": ""nightwatchman""}, {""id"": ""fisherman""}, {""id"": ""juggler""}, {""id"": ""magician""}, {""id"": ""drunk""}, {""id"": ""lunatic""}, {""id"": ""heretic""}, {""id"": ""puzzlemaster""}, {""id"": ""politician""}, {""id"": ""godfather""}, {""id"": ""cerenovus""}, {""id"": ""poisoner""}, {""id"": ""marionette""}, {""id"": ""mezepheles""}, {""id"": ""leviathan""}]",25
29,Hands Up If You Are Legion!!,"chef,pixie,steward,gossip,chambermaid,general,high_priestess,gambler,nightwatchman,seamstress,alchemist,amnesiac,cannibal,poppy_grower,butler,drunk,lunatic,politician,assassin,marionette,evil_twin,boomdandy,scarlet_woman,legion,harlot,apprentice,thief,scapegoat,deviant,beggar",full,"[{""id"": ""_meta"", ""name"": ""Hands Up If You Are Legion!"", ""author"": ""MattoCat""}, {""id"": ""chef""}, {""id"": ""pixie""}, {""id"": ""steward""}, {""id"": ""gossip""}, {""id"": ""chambermaid""}, {""id"": ""general""}, {""id"": ""high_priestess""}, {""id"": ""gambler""}, {""id"": ""nightwatchman""}, {""id"": ""seamstress""}, {""id"": ""alchemist""}, {""id"": ""amnesiac""}, {""id"": ""cannibal""}, {""id"": ""poppy_grower""}, {""id"": ""butler""}, {""id"": ""drunk""}, {""id"": ""lunatic""}, {""id"": ""politician""}, {""id"": ""assassin""}, {""id"": ""marionette""}, {""id"": ""evil_twin""}, {""id"": ""boomdandy""}, {""id"": ""scarlet_woman""}, {""id"": ""legion""}, {""id"": ""harlot""}, {""id"": ""apprentice""}, {""id"": ""thief""}, {""id"": ""scapegoat""}, {""id"": ""deviant""}, {""id"": ""beggar""}]",30
30,Hawt Girl Summer,"snake_charmer,seamstress,slayer,virgin,chambermaid,courtier,pixie,tea_lady,gossip,flowergirl,gambler,dreamer,cannibal,drunk,sweetheart,acrobat,tinker,scarlet_woman,pit-hag,witch,widow,vortox,pukka,lleech,no_dashii",full,"[{""id"": ""_meta"", ""name"": ""Hawt Girl Summer"", ""author"": """"}, {""id"": ""snake_charmer""}, {""id"": ""seamstress""}, {""id"": ""slayer""}, {""id"": ""virgin""}, {""id"": ""chambermaid""}, {""id"": ""courtier""}, {""id"": ""pixie""}, {""id"": ""tea_lady""}, {""id"": ""gossip""}, {""id"": ""flowergirl""}, {""id"": ""gambler""}, {""id"": ""dreamer""}, {""id"": ""cannibal""}, {""id"": ""drunk""}, {""id"": ""sweetheart""}, {""id"": ""acrobat""}, {""id"": ""tinker""}, {""id"": ""scarlet_woman""}, {""id"": ""pit-hag""}, {""id"": ""witch""}, {""id"": ""widow""}, {""id"": ""vortox""}, {""id"": ""pukka""}, {""id"": ""lleech""}, {""id"": ""no_dashii""}]",25
31,RAID: SHADOW LEGION,"steward,knight,chef,undertaker,seamstress,savant,general,empath,juggler,poppy_grower,oracle,bounty_hunter,farmer,drunk,lunatic,butler,damsel,politician,marionette,mezepheles,scarlet_woman,goblin,baron,legion,vortox",full,"[{""id"": ""_meta"", ""name"": ""RAID: SHADOW LEGION"", ""author"": ""Guggie""}, {""id"": ""steward""}, {""id"": ""knight""}, {""id"": ""chef""}, {""id"": ""undertaker""}, {""id"": ""seamstress""}, {""id"": ""savant""}, {""id"": ""general""}, {""id"": ""empath""}, {""id"": ""juggler""}, {""id"": ""poppy_grower""}, {""id"": ""oracle""}, {""id"": ""bounty_hunter""}, {""id"": ""farmer""}, {""id"": ""drunk""}, {""id"": ""lunatic""}, {""id"": ""butler""}, {""id"": ""damsel""}, {""id"": ""politician""}, {""id"": ""marionette""}, {""id"": ""mezepheles""}, {""id"": ""scarlet_woman""}, {""id"": ""goblin""}, {""id"": ""baron""}, {""id"": ""legion""}, {""id"": ""vortox""}]",25
32,Demonic Presence,"noble,investigator,empath,chambermaid,king,innkeeper,savant,seamstress,philosopher,ravenkeeper,choirboy,mayor,cannibal,snitch,drunk,barber,politician,poisoner,baron,goblin,scarlet_woman,pukka,lil_monsta,vortox,legion",full,"[{""id"": ""_meta"", ""name"": ""Demonic Presence"", ""author"": ""Guggie""}, {""id"": ""noble""}, {""id"": ""investigator""}, {""id"": ""empath""}, {""id"": ""chambermaid""}, {""id"": ""king""}, {""id"": ""innkeeper""}, {""id"": ""savant""}, {""id"": ""seamstress""}, {""id"": ""philosopher""}, {""id"": ""ravenkeeper""}, {""id"": ""choirboy""}, {""id"": ""mayor""}, {""id"": ""cannibal""}, {""id"": ""snitch""}, {""id"": ""drunk""}, {""id"": ""barber""}, {""id"": ""politician""}, {""id"": ""poisoner""}, {""id"": ""baron""}, {""id"": ""goblin""}, {""id"": ""scarlet_woman""}, {""id"": ""pukka""}, {""id"": ""lil_monsta""}, {""id"": ""vortox""}, {""id"": ""legion""}]",25
33,Oops All Vibes,"empath,high_priestess,general,snake_charmer,cult_leader,gambler,lycanthrope,fisherman,huntsman,alchemist,magician,poppy_grower,atheist,saint,heretic,damsel,politician,fearmonger,mezepheles,evil_twin,boomdandy,marionette,lil_monsta,legion,leviathan",full,"[{""id"": ""_meta"", ""logo"": ""https://cdn.discordapp.com/attachments/755598094959378509/1124536241631805611/getvibed.jpeg"", ""name"": ""Oops All Vibes"", ""author"": ""Leo""}, {""id"": ""empath""}, {""id"": ""high_priestess""}, {""id"": ""general""}, {""id"": ""snake_charmer""}, {""id"": ""cult_leader""}, {""id"": ""gambler""}, {""id"": ""lycanthrope""}, {""id"": ""fisherman""}, {""id"": ""huntsman""}, {""id"": ""alchemist""}, {""id"": ""magician""}, {""id"": ""poppy_grower""}, {""id"": ""atheist""}, {""id"": ""saint""}, {""id"": ""heretic""}, {""id"": ""damsel""}, {""id"": ""politician""}, {""id"": ""fearmonger""}, {""id"": ""mezepheles""}, {""id"": ""evil_twin""}, {""id"": ""boomdandy""}, {""id"": ""marionette""}, {""id"": ""lil_monsta""}, {""id"": ""legion""}, {""id"": ""leviathan""}]",25
34,There's Nothing Wrong With This Script,"steward,pixie,chef,amnesiac,savant,undertaker,nightwatchman,king,artist,dreamer,empath,fisherman,gambler,oracle,seamstress,balloonist,juggler,philosopher,atheist,butler,klutz,snitch,mutant,puzzlemaster,legion",full,"[{""id"": ""_meta"", ""logo"": ""https://cdn.discordapp.com/attachments/1118418685263101984/1124537229029679194/0_ZjYSm_q36J4KChdn.jpg"", ""name"": ""There Is Nothing Wrong With This Script."", ""author"": ""Guggie""}, {""id"": ""steward""}, {""id"": ""pixie""}, {""id"": ""chef""}, {""id"": ""amnesiac""}, {""id"": ""savant""}, {""id"": ""undertaker""}, {""id"": ""nightwatchman""}, {""id"": ""king""}, {""id"": ""artist""}, {""id"": ""dreamer""}, {""id"": ""empath""}, {""id"": ""fisherman""}, {""id"": ""gambler""}, {""id"": ""oracle""}, {""id"": ""seamstress""}, {""id"": ""balloonist""}, {""id"": ""juggler""}, {""id"": ""philosopher""}, {""id"": ""atheist""}, {""id"": ""butler""}, {""id"": ""klutz""}, {""id"": ""snitch""}, {""id"": ""mutant""}, {""id"": ""puzzlemaster""}, {""id"": ""legion""}]",25
35,Taco Bell on the Clocktower,"chef,washerwoman,balloonist,mathematician,chambermaid,lycanthrope,town_crier,philosopher,courtier,professor,cannibal,ravenkeeper,poppy_grower,barber,butler,drunk,lunatic,organ_grinder,pit-hag,poisoner,boomdandy,pukka,fang_gu,shabaloth,djinn",full,"[{""id"": ""_meta"", ""name"": ""Taco Bell on the Clocktower"", ""author"": ""LivFreeOrPie / Bill Pz""}, {""id"": ""chef""}, {""id"": ""washerwoman""}, {""id"": ""balloonist""}, {""id"": ""mathematician""}, {""id"": ""chambermaid""}, {""id"": ""lycanthrope""}, {""id"": ""town_crier""}, {""id"": ""philosopher""}, {""id"": ""courtier""}, {""id"": ""professor""}, {""id"": ""cannibal""}, {""id"": ""ravenkeeper""}, {""id"": ""poppy_grower""}, {""id"": ""barber""}, {""id"": ""butler""}, {""id"": ""drunk""}, {""id"": ""lunatic""}, {""id"": ""organ_grinder""}, {""id"": ""pit-hag""}, {""id"": ""poisoner""}, {""id"": ""boomdandy""}, {""id"": ""pukka""}, {""id"": ""fang_gu""}, {""id"": ""shabaloth""}, {""id"": ""djinn""}]",25
36,Sanity Is Overrated Anyway,"amnesiac,pixie,atheist,balloonist,bounty_hunter,cult_leader,courtier,exorcist,investigator,juggler,magician,snake_charmer,mayor,lunatic,mutant,drunk,heretic,evil_twin,cerenovus,pit-hag,marionette,vortox,no_dashii,fang_gu,vigormortis",full,"[{""id"": ""_meta"", ""name"": ""Sanity Is Overrated Anyway"", ""author"": ""Irishxx19""}, {""id"": ""amnesiac""}, {""id"": ""pixie""}, {""id"": ""atheist""}, {""id"": ""balloonist""}, {""id"": ""bounty_hunter""}, {""id"": ""cult_leader""}, {""id"": ""courtier""}, {""id"": ""exorcist""}, {""id"": ""investigator""}, {""id"": ""juggler""}, {""id"": ""magician""}, {""id"": ""snake_charmer""}, {""id"": ""mayor""}, {""id"": ""lunatic""}, {""id"": ""mutant""}, {""id"": ""drunk""}, {""id"": ""heretic""}, {""id"": ""evil_twin""}, {""id"": ""cerenovus""}, {""id"": ""pit-hag""}, {""id"": ""marionette""}, {""id"": ""vortox""}, {""id"": ""no_dashii""}, {""id"": ""fang_gu""}, {""id"": ""vigormortis""}]",25
37,Crimson Carnival (Beginner Script),"washerwoman,librarian,investigator,noble,empath,oracle,undertaker,artist,seamstress,sage,soldier,monk,fool,snitch,sweetheart,tinker,mutant,poisoner,assassin,godfather,baron,imp",full,"[{""id"": ""_meta"", ""name"": ""Crimson Carnival"", ""author"": ""Tony""}, {""id"": ""washerwoman""}, {""id"": ""librarian""}, {""id"": ""investigator""}, {""id"": ""noble""}, {""id"": ""empath""}, {""id"": ""oracle""}, {""id"": ""undertaker""}, {""id"": ""artist""}, {""id"": ""seamstress""}, {""id"": ""sage""}, {""id"": ""soldier""}, {""id"": ""monk""}, {""id"": ""fool""}, {""id"": ""snitch""}, {""id"": ""sweetheart""}, {""id"": ""tinker""}, {""id"": ""mutant""}, {""id"": ""poisoner""}, {""id"": ""assassin""}, {""id"": ""godfather""}, {""id"": ""baron""}, {""id"": ""imp""}]",22
38,Fighting Blind (Beginner Script),"librarian,empath,artist,sage,soldier,monk,sweetheart,mutant,poisoner,godfather,imp",full,"[{""id"": ""_meta"", ""name"": ""Fighting Blind"", ""author"": ""Tony""}, {""id"": ""librarian""}, {""id"": ""empath""}, {""id"": ""artist""}, {""id"": ""sage""}, {""id"": ""soldier""}, {""id"": ""monk""}, {""id"": ""sweetheart""}, {""id"": ""mutant""}, {""id"": ""poisoner""}, {""id"": ""godfather""}, {""id"": ""imp""}]",11
39,Communion Sunday,"knight,noble,pixie,high_priestess,general,fortune_teller,snake_charmer,savant,artist,fisherman,alchemist,poppy_grower,atheist,snitch,goon,acrobat,recluse,drunk,widow,witch,pit-hag,vizier,pukka,vigormortis,vortox",full,"[{""id"": ""_meta"", ""name"": ""Communion Sunday"", ""author"": ""Zadon""}, {""id"": ""knight""}, {""id"": ""noble""}, {""id"": ""pixie""}, {""id"": ""high_priestess""}, {""id"": ""general""}, {""id"": ""fortune_teller""}, {""id"": ""snake_charmer""}, {""id"": ""savant""}, {""id"": ""artist""}, {""id"": ""fisherman""}, {""id"": ""alchemist""}, {""id"": ""poppy_grower""}, {""id"": ""atheist""}, {""id"": ""snitch""}, {""id"": ""goon""}, {""id"": ""acrobat""}, {""id"": ""recluse""}, {""id"": ""drunk""}, {""id"": ""widow""}, {""id"": ""witch""}, {""id"": ""pit-hag""}, {""id"": ""vizier""}, {""id"": ""pukka""}, {""id"": ""vigormortis""}, {""id"": ""vortox""}]",25
40,Potion Seller,"knight,investigator,empath,dreamer,flowergirl,oracle,savant,fisherman,fool,pacifist,alchemist,ravenkeeper,cannibal,klutz,drunk,barber,politician,devils_advocate,fearmonger,baron,goblin,lil_monsta,imp,vigormortis,vortox,djinn",full,"[{""id"": ""_meta"", ""name"": ""Potion Seller"", ""author"": """"}, {""id"": ""knight""}, {""id"": ""investigator""}, {""id"": ""empath""}, {""id"": ""dreamer""}, {""id"": ""flowergirl""}, {""id"": ""oracle""}, {""id"": ""savant""}, {""id"": ""fisherman""}, {""id"": ""fool""}, {""id"": ""pacifist""}, {""id"": ""alchemist""}, {""id"": ""ravenkeeper""}, {""id"": ""cannibal""}, {""id"": ""klutz""}, {""id"": ""drunk""}, {""id"": ""barber""}, {""id"": ""politician""}, {""id"": ""devils_advocate""}, {""id"": ""fearmonger""}, {""id"": ""baron""}, {""id"": ""goblin""}, {""id"": ""lil_monsta""}, {""id"": ""imp""}, {""id"": ""vigormortis""}, {""id"": ""vortox""}, {""id"": ""djinn""}]",26
41,Dan's Trouble Brewing,"washerwoman,librarian,investigator,chef,empath,fortune_teller,cannibal,monk,ravenkeeper,virgin,snake_charmer,farmer,amnesiac,pixie,barber,drunk,recluse,saint,poisoner,spy,scarlet_woman,baron,imp,pukka",full,"[{""id"": ""_meta"", ""name"": ""Dan's Trouble Brewing""}, {""id"": ""washerwoman""}, {""id"": ""librarian""}, {""id"": ""investigator""}, {""id"": ""chef""}, {""id"": ""empath""}, {""id"": ""fortune_teller""}, {""id"": ""cannibal""}, {""id"": ""monk""}, {""id"": ""ravenkeeper""}, {""id"": ""virgin""}, {""id"": ""snake_charmer""}, {""id"": ""farmer""}, {""id"": ""amnesiac""}, {""id"": ""pixie""}, {""id"": ""barber""}, {""id"": ""drunk""}, {""id"": ""recluse""}, {""id"": ""saint""}, {""id"": ""poisoner""}, {""id"": ""spy""}, {""id"": ""scarlet_woman""}, {""id"": ""baron""}, {""id"": ""imp""}, {""id"": ""pukka""}]",24
42,Trouble with Moses,"investigator,chef,washerwoman,empath,fortune_teller,cult_leader,monk,nightwatchman,slayer,ravenkeeper,virgin,mayor,cannibal,snitch,sweetheart,recluse,drunk,poisoner,spy,baron,scarlet_woman,imp",full,"[{""id"": ""_meta"", ""logo"": ""https://cdn-icons.flaticon.com/png/512/1769/premium/1769039.png?token=exp=1651719238~hmac=6296c80bf57ca57fafcee287412527d4"", ""name"": ""Trouble with Moses"", ""author"": ""blankmoses""}, {""id"": ""investigator""}, {""id"": ""chef""}, {""id"": ""washerwoman""}, {""id"": ""empath""}, {""id"": ""fortune_teller""}, {""id"": ""cult_leader""}, {""id"": ""monk""}, {""id"": ""nightwatchman""}, {""id"": ""slayer""}, {""id"": ""ravenkeeper""}, {""id"": ""virgin""}, {""id"": ""mayor""}, {""id"": ""cannibal""}, {""id"": ""snitch""}, {""id"": ""sweetheart""}, {""id"": ""recluse""}, {""id"": ""drunk""}, {""id"": ""poisoner""}, {""id"": ""spy""}, {""id"": ""baron""}, {""id"": ""scarlet_woman""}, {""id"": ""imp""}]",22
43,Friends Like These,"steward,librarian,pixie,balloonist,fortune_teller,oracle,innkeeper,savant,artist,slayer,seamstress,ravenkeeper,poppy_grower,snitch,mutant,barber,lunatic,poisoner,cerenovus,pit-hag,scarlet_woman,marionette,fang_gu,vortox,legion",full,"[{""id"": ""_meta"", ""name"": ""Friends Like These"", ""author"": """"}, {""id"": ""steward""}, {""id"": ""librarian""}, {""id"": ""pixie""}, {""id"": ""balloonist""}, {""id"": ""fortune_teller""}, {""id"": ""oracle""}, {""id"": ""innkeeper""}, {""id"": ""savant""}, {""id"": ""artist""}, {""id"": ""slayer""}, {""id"": ""seamstress""}, {""id"": ""ravenkeeper""}, {""id"": ""poppy_grower""}, {""id"": ""snitch""}, {""id"": ""mutant""}, {""id"": ""barber""}, {""id"": ""lunatic""}, {""id"": ""poisoner""}, {""id"": ""cerenovus""}, {""id"": ""pit-hag""}, {""id"": ""scarlet_woman""}, {""id"": ""marionette""}, {""id"": ""fang_gu""}, {""id"": ""vortox""}, {""id"": ""legion""}]",25
44,The Cult of Karkaton,"knight,steward,king,snake_charmer,balloonist,empath,oracle,town_crier,seamstress,pacifist,choirboy,farmer,cannibal,butler,mutant,saint,drunk,devils_advocate,cerenovus,poisoner,goblin,fang_gu,vortox,lleech,legion",full,"[{""id"": ""_meta"", ""name"": ""The Cult of Karkaton"", ""author"": ""Khinoe""}, {""id"": ""knight""}, {""id"": ""steward""}, {""id"": ""king""}, {""id"": ""snake_charmer""}, {""id"": ""balloonist""}, {""id"": ""empath""}, {""id"": ""oracle""}, {""id"": ""town_crier""}, {""id"": ""seamstress""}, {""id"": ""pacifist""}, {""id"": ""choirboy""}, {""id"": ""farmer""}, {""id"": ""cannibal""}, {""id"": ""butler""}, {""id"": ""mutant""}, {""id"": ""saint""}, {""id"": ""drunk""}, {""id"": ""devils_advocate""}, {""id"": ""cerenovus""}, {""id"": ""poisoner""}, {""id"": ""goblin""}, {""id"": ""fang_gu""}, {""id"": ""vortox""}, {""id"": ""lleech""}, {""id"": ""legion""}]",25
45,High Stress Pie,"chef,washerwoman,high_priestess,general,undertaker,innkeeper,amnesiac,juggler,fisherman,slayer,huntsman,farmer,magician,recluse,heretic,damsel,golem,politician,poisoner,fearmonger,baron,scarlet_woman,marionette,pukka,imp,bishop,deviant,matron,bureaucrat",full,"[{""id"": ""_meta"", ""name"": ""High Stress Pie"", ""author"": ""Hallow""}, {""id"": ""chef""}, {""id"": ""washerwoman""}, {""id"": ""high_priestess""}, {""id"": ""general""}, {""id"": ""undertaker""}, {""id"": ""innkeeper""}, {""id"": ""amnesiac""}, {""id"": ""juggler""}, {""id"": ""fisherman""}, {""id"": ""slayer""}, {""id"": ""huntsman""}, {""id"": ""farmer""}, {""id"": ""magician""}, {""id"": ""recluse""}, {""id"": ""heretic""}, {""id"": ""damsel""}, {""id"": ""golem""}, {""id"": ""politician""}, {""id"": ""poisoner""}, {""id"": ""fearmonger""}, {""id"": ""baron""}, {""id"": ""scarlet_woman""}, {""id"": ""marionette""}, {""id"": ""pukka""}, {""id"": ""imp""}, {""id"": ""bishop""}, {""id"": ""deviant""}, {""id"": ""matron""}, {""id"": ""bureaucrat""}]",29
46,Sour,"librarian,pixie,preacher,fortune_teller,oracle,innkeeper,savant,fisherman,philosopher,fool,pacifist,alchemist,farmer,goon,recluse,mutant,drunk,devils_advocate,cerenovus,fearmonger,baron,no_dashii,imp,vigormortis",full,"[{""id"": ""_meta"", ""name"": ""Sour"", ""author"": ""Milk""}, {""id"": ""librarian""}, {""id"": ""pixie""}, {""id"": ""preacher""}, {""id"": ""fortune_teller""}, {""id"": ""oracle""}, {""id"": ""innkeeper""}, {""id"": ""savant""}, {""id"": ""fisherman""}, {""id"": ""philosopher""}, {""id"": ""fool""}, {""id"": ""pacifist""}, {""id"": ""alchemist""}, {""id"": ""farmer""}, {""id"": ""goon""}, {""id"": ""recluse""}, {""id"": ""mutant""}, {""id"": ""drunk""}, {""id"": ""devils_advocate""}, {""id"": ""cerenovus""}, {""id"": ""fearmonger""}, {""id"": ""baron""}, {""id"": ""no_dashii""}, {""id"": ""imp""}, {""id"": ""vigormortis""}]",24
47,Blessed,"knight,pixie,high_priestess,king,fortune_teller,oracle,savant,amnesiac,philosopher,alchemist,farmer,choirboy,general,saint,mutant,drunk,barber,politician,poisoner,cerenovus,fearmonger,baron,imp,vigormortis,fang_gu",full,"[{""id"": ""_meta"", ""name"": ""Blessed"", ""author"": ""Milk""}, {""id"": ""knight""}, {""id"": ""pixie""}, {""id"": ""high_priestess""}, {""id"": ""king""}, {""id"": ""fortune_teller""}, {""id"": ""oracle""}, {""id"": ""savant""}, {""id"": ""amnesiac""}, {""id"": ""philosopher""}, {""id"": ""alchemist""}, {""id"": ""farmer""}, {""id"": ""choirboy""}, {""id"": ""general""}, {""id"": ""saint""}, {""id"": ""mutant""}, {""id"": ""drunk""}, {""id"": ""barber""}, {""id"": ""politician""}, {""id"": ""poisoner""}, {""id"": ""cerenovus""}, {""id"": ""fearmonger""}, {""id"": ""baron""}, {""id"": ""imp""}, {""id"": ""vigormortis""}, {""id"": ""fang_gu""}]",25
48,Go See Pagliacci,"noble,pixie,empath,high_priestess,snake_charmer,oracle,innkeeper,amnesiac,juggler,fisherman,philosopher,magician,ravenkeeper,acrobat,puzzlemaster,mutant,lunatic,poisoner,spy,cerenovus,mezepheles,goblin,imp,vigormortis,fang_gu",full,"[{""id"": ""_meta"", ""name"": ""Go See Pagliacci"", ""author"": ""CaffeineBoost""}, {""id"": ""noble""}, {""id"": ""pixie""}, {""id"": ""empath""}, {""id"": ""high_priestess""}, {""id"": ""snake_charmer""}, {""id"": ""oracle""}, {""id"": ""innkeeper""}, {""id"": ""amnesiac""}, {""id"": ""juggler""}, {""id"": ""fisherman""}, {""id"": ""philosopher""}, {""id"": ""magician""}, {""id"": ""ravenkeeper""}, {""id"": ""acrobat""}, {""id"": ""puzzlemaster""}, {""id"": ""mutant""}, {""id"": ""lunatic""}, {""id"": ""poisoner""}, {""id"": ""spy""}, {""id"": ""cerenovus""}, {""id"": ""mezepheles""}, {""id"": ""goblin""}, {""id"": ""imp""}, {""id"": ""vigormortis""}, {""id"": ""fang_gu""}]",25
